"Datum";" Zürich Stampfenbachstrasse";" Zürich Stampfenbachstrasse";" Zürich Stampfenbachstrasse";" Zürich Stampfenbachstrasse";" Zürich Stampfenbachstrasse";" Zürich Stampfenbachstrasse";" Zürich Stampfenbachstrasse";" Zürich Stampfenbachstrasse";" Zürich Stampfenbachstrasse";" Zürich Stampfenbachstrasse";" Zürich Stampfenbachstrasse";" Zürich Stampfenbachstrasse";" Zürich Stampfenbachstrasse";" Zürich Schimmelstrasse";" Zürich Schimmelstrasse";" Zürich Schimmelstrasse";" Zürich Schimmelstrasse";" Zürich Schimmelstrasse";" Zürich Schimmelstrasse";" Zürich Schimmelstrasse";" Zürich Heubeeribüel";" Zürich Heubeeribüel";" Zürich Heubeeribüel";" Zürich Heubeeribüel";" Zürich Rosengartenstrasse";" Zürich Rosengartenstrasse";" Zürich Rosengartenstrasse";" Zürich Rosengartenstrasse";" Zürich Rosengartenstrasse"
;" Zch_Stampfenbachstrasse";" Zch_Stampfenbachstrasse";" Zch_Stampfenbachstrasse";" Zch_Stampfenbachstrasse";" Zch_Stampfenbachstrasse";" Zch_Stampfenbachstrasse";" Zch_Stampfenbachstrasse";" Zch_Stampfenbachstrasse";" Zch_Stampfenbachstrasse";" Zch_Stampfenbachstrasse";" Zch_Stampfenbachstrasse";" Zch_Stampfenbachstrasse";" Zch_Stampfenbachstrasse";" Zch_Schimmelstrasse";" Zch_Schimmelstrasse";" Zch_Schimmelstrasse";" Zch_Schimmelstrasse";" Zch_Schimmelstrasse";" Zch_Schimmelstrasse";" Zch_Schimmelstrasse";" Zch_Heubeeribüel";" Zch_Heubeeribüel";" Zch_Heubeeribüel";" Zch_Heubeeribüel";" Zch_Rosengartenstrasse";" Zch_Rosengartenstrasse";" Zch_Rosengartenstrasse";" Zch_Rosengartenstrasse";" Zch_Rosengartenstrasse"
;" Schwefeldioxid";" Kohlenmonoxid";" Ozon, höchstes Stundenmittel";" Ozon, Anzahl Stundenmittel > 120 µg/m3";" Stickstoffdioxid";" Stickstoffmonoxid";" Feinstaub PM10";" Lufttemperatur";" Luftfeuchte relativ";" Luftdruck";" Windgeschwindigkeit skalar";" Globalstrahlung";" Regendauer";" Schwefeldioxid";" Kohlenmonoxid";" Ozon, höchstes Stundenmittel";" Ozon, Anzahl Stundenmittel > 120 µg/m3";" Stickstoffdioxid";" Stickstoffmonoxid";" Feinstaub PM10";" Ozon, höchstes Stundenmittel";" Ozon, Anzahl Stundenmittel > 120 µg/m3";" Stickstoffdioxid";" Stickstoffmonoxid";" Ozon, höchstes Stundenmittel";" Ozon, Anzahl Stundenmittel > 120 µg/m3";" Stickstoffdioxid";" Stickstoffmonoxid";" Feinstaub PM10"
;" SO2";" CO";" O3_max_h1";" O3_nb_h1>120";" NO2";" NO";" PM10";" T";" Hr";" p";" WVs";" StrGlo";" RainDur";" SO2";" CO";" O3_max_h1";" O3_nb_h1>120";" NO2";" NO";" PM10";" O3_max_h1";" O3_nb_h1>120";" NO2";" NO";" O3_max_h1";" O3_nb_h1>120";" NO2";" NO";" PM10"
;" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1"
;" µg/m3";" mg/m3";" µg/m3";"1";" µg/m3";" µg/m3";" µg/m3";" °C";" %Hr";" hPa";" m/s";" W/m2";" min";" µg/m3";" mg/m3";" µg/m3";"1";" µg/m3";" µg/m3";" µg/m3";" µg/m3";"1";" µg/m3";" µg/m3";" µg/m3";"1";" ppb";" µg/m3";" µg/m3"
"25.10.2015";2.72;0.46;56.93;0;40.55;27.73;21.01;12.47;76.71;972.86;0.94;76.67;12.23;2.82;0.52;48.06;0;46.85;37.87;20.96;64.86;0;14.68;1.45;54.86;0;24.55;38.93;24.27
"26.10.2015";2.15;0.36;25.98;0;32.04;24.63;22.32;11.46;78.17;968.73;1.25;92.95;0;1.57;0.46;24.68;0;43.73;49.88;24.26;32.09;0;18.47;3.07;25.04;0;18.71;33.94;24.28
"27.10.2015";1.75;0.39;11.72;0;40.15;31;28;9.73;85.47;966.41;1.17;33.95;0;1.09;0.47;9.59;0;45.5;44.86;25.89;12.36;0;32.99;10.14;7.77;0;24.61;54.62;28.11
"28.10.2015";2.16;0.38;69.36;0;36.46;28.89;23.7;11.24;77.59;962.05;1.39;106.03;133.55;1.32;0.48;67.33;0;50.53;54.78;22.52;69.03;0;28.39;11.05;57.25;0;22.81;44.64;25.66
"29.10.2015";1.7;0.3;67.5;0;41.42;22.47;8.86;10.71;86.78;968.54;1.32;34.47;531.52;1.04;0.39;62.39;0;57.74;39.18;18.1;67.8;0;17.83;1.61;58.49;0;28.75;49.33;11.26
"30.10.2015";2.04;0.31;27.32;0;30.85;21.66;14.11;11.17;79.61;973.41;1.86;63.81;0;1.19;0.46;28.79;0;43.82;51.47;17.91;30.7;0;17.75;1.8;26.39;0;19.86;32.41;18.1
"31.10.2015";2.06;0.35;15.16;0;25.44;14.68;15.43;10.5;81.76;975.66;1.62;58.65;0;1.08;0.44;14.82;0;32.39;29.51;18.56;21.27;0;17.85;2.89;13.97;0;15.94;24.82;17.65
"01.11.2015";1.89;0.36;25.66;0;27.9;12.82;21.8;9.6;82.97;978.63;1.3;83.98;0;1.24;0.46;24.05;0;33.27;26.75;20.23;25.11;0;20.22;3.74;24.39;0;17.46;24.77;24.27
"02.11.2015";1.73;0.39;13.35;0;39.43;28.16;23.79;7.93;86.23;976.54;0.8;33.89;0;1.08;0.5;10.19;0;45.87;44.96;23.19;18.76;0;32.86;11.49;10.02;0;23.59;51.87;23.69
"03.11.2015";2.23;0.47;9.46;0;44.58;48.95;26.32;7.98;82.12;971.34;1.3;66.89;0;1.55;0.61;8.79;0;54.41;83.06;28.61;12.22;0;36.41;21.95;7.53;0;26.19;72.56;"NaN"
"04.11.2015";3.29;0.71;18.28;0;60.06;107.14;32.94;9.73;76.16;971.88;0.8;100.49;0;3.39;0.81;8.09;0;71.18;142.64;34.63;20.85;0;49.55;30.07;12.07;0;33.63;131.59;32.85
"05.11.2015";3.75;0.72;26.86;0;67.66;115.14;35.41;10.99;76.28;971.85;0.83;104.73;0;3.81;0.78;17.04;0;76.17;128.71;33.7;37.48;0;48.03;15.08;38.71;0;37.62;133.74;34.39
"06.11.2015";3.44;0.67;33.78;0;61.9;78.78;30.75;12.98;72.99;974.91;0.85;90.56;0;3.5;0.7;15.29;0;68.71;91.59;29.13;49.14;0;29.31;6.17;25.03;0;38.66;122.21;30.96
"07.11.2015";2.81;0.49;44.97;0;43.89;23.89;17.65;14.62;71.51;977.3;1.26;93.41;0;2.64;0.55;25.44;0;55.21;44.54;17.3;56.46;0;15.73;1.74;32.34;0;32.38;71.92;20.49
"08.11.2015";3.09;0.52;32.56;0;44.8;26.07;17.49;14;71.04;978.11;1.07;99.43;0;2.93;0.59;24.93;0;52;43.59;18.9;52.26;0;14.86;2.64;34.52;0;29.46;56.8;20.78
"09.11.2015";2.65;0.43;53.36;0;42.62;29.81;24.06;14.81;68.17;978.39;1.34;87.08;0;2.28;0.49;50;0;57.69;50.86;20.28;57.99;0;17.97;2.61;31.82;0;32.12;67;22.09
"10.11.2015";2.22;0.49;46.01;0;48.56;45.95;26.14;13.06;77.6;977.89;0.86;94.14;0;2.02;0.58;22.25;0;60.17;69.57;25.32;49.19;0;22.88;3.98;29.78;0;33.6;90.46;25.27
"11.11.2015";2.05;0.58;15.38;0;54.26;84.49;32.48;9.73;83.77;976.38;0.67;71.75;0;2.61;0.66;9.58;0;61.2;97.94;29.94;41.2;0;31.88;9.6;9.75;0;30.34;110.62;33.57
"12.11.2015";1.08;0.47;4.07;0;46.42;58.02;27.75;7.4;90.38;976.74;1.09;29.59;0;1.29;0.58;4.56;0;55.4;76.85;33.41;11.52;0;37.42;21.24;4.79;0;25.45;66.7;30.31
"13.11.2015";1.22;0.35;29.42;0;37.65;19.87;21.34;9.62;77.18;977.24;1.32;85.11;11.78;1.63;0.48;37.18;0;48;52.3;23.91;43.61;0;30.26;6.97;16.62;0;25.49;56.19;25.13
"14.11.2015";1.32;0.27;53.64;0;26.29;6.65;15.39;10.36;71.57;979.02;1.19;51.99;85.57;1.86;0.4;45.4;0;45.09;28.28;18.42;58.39;0;16.19;1.2;36.2;0;25.32;24.53;18.74
"15.11.2015";1.49;0.27;55.59;0;23.21;7.91;26.17;13.33;53.85;972.44;1.69;64.38;7.48;1.99;0.33;55.48;0;29.66;11.85;36.98;57.73;0;10.72;0.87;46.78;0;27.53;45.09;26.49
"16.11.2015";1.78;0.47;30.4;0;46.72;59.09;38.15;11.57;71.1;969.78;0.99;71.72;0;2.83;0.62;18.2;0;62.12;98.9;39.92;44.03;0;24.62;11.16;24.64;0;29.91;104.02;38.12
"17.11.2015";1.38;0.27;55.44;0;27.98;12.68;17.85;12.43;66.77;969.3;2.74;43.95;10.38;2.03;0.32;57.37;0;35.44;23.73;19.45;60.54;0;18.53;3.34;51.67;0;26.07;59.02;18.84
"18.11.2015";1.08;0.21;57.83;0;16.19;5.24;9.68;14.86;59.59;971.84;3.83;89.05;36.42;1.41;0.23;59.85;0;16.66;6.22;9.95;60.82;0;10.22;1.56;52.32;0;20.41;34.07;12.07
"19.11.2015";1;0.19;65.69;0;12.81;3.41;8.62;14.5;54.31;971.58;4.41;76.18;44.43;1.37;0.25;64.97;0;20.15;11.68;8.89;67.95;0;9.43;1.63;61.14;0;18.83;34.99;11.13
"20.11.2015";0.75;0.16;59.41;0;10.82;3.58;5.75;12.85;79.41;959.38;5.67;9.72;1086.13;1.06;0.24;60.26;0;21.48;15.38;6.23;62.69;0;7.43;1.52;56.37;0;17.08;31.36;10.16
"21.11.2015";0.87;0.19;68.79;0;13.37;3.74;2.07;4.53;79.28;950.11;2.34;34.26;439.5;1.23;0.27;66.64;0;22.09;10.77;4.1;68.64;0;7.87;0.79;54.75;0;20.18;27.74;7
"22.11.2015";1.15;0.2;63.11;0;14.09;2.67;3.16;2.65;75.36;957.4;1.94;46.06;83.98;1.74;0.33;65.51;0;25.59;13.56;8.54;64.65;0;11.04;1.17;57.14;0;15.92;15.49;8.1
"23.11.2015";2.04;0.33;51.71;0;46.58;40.25;8.86;2.18;71.68;970.24;1.17;39.81;7.27;2.45;0.49;52.35;0;58.2;64.18;15.53;53.69;0;19.35;1.77;44.97;0;30.23;57.46;15.09
"24.11.2015";2.79;0.4;40.61;0;49.34;48.64;17.08;0.95;70.87;970.9;1.58;83.73;0;3.26;0.52;33.82;0;60.88;78.14;22.64;41.94;0;37.9;11.84;25.97;0;32.06;83.28;21.84
"25.11.2015";1.33;0.29;48.76;0;37.13;18.22;7.75;3.33;85.01;959.6;1.8;11.33;610.32;1.86;0.38;50.48;0;43.12;27.01;"NaN";51.7;0;23.69;2.7;44.37;0;29.49;68.56;13.28
"26.11.2015";1.61;0.35;29.88;0;47.96;35.2;"NaN";3.26;88.21;963.74;1.14;20.02;458.33;2.07;0.51;23.39;0;61.13;72.49;11.83;30.78;0;26.35;3.39;26.17;0;27.87;59.63;"NaN"
"27.11.2015";2.17;0.3;30.01;0;39.59;25.28;13.4;2.68;72.37;966.36;1.76;43;0;1.86;0.42;28.53;0;46.28;41.61;15.61;44.89;0;17.1;1.17;28.49;0;"NaN";"NaN";16.62
"28.11.2015";1.47;0.25;49.77;0;23.46;5.51;10.67;2.83;72.91;967.84;2.18;14.45;191.53;1.38;0.34;50.26;0;26.82;11.99;"NaN";56.53;0;15.69;1.37;31.8;0;"NaN";"NaN";14.73
"29.11.2015";1.33;0.2;65.55;0;11.4;2.08;5.15;5.51;71.35;973.54;3.85;14.89;342.22;1.28;0.29;66.62;0;16.63;6.83;"NaN";71.85;0;7.6;0.76;59.07;0;"NaN";"NaN";8.94
"30.11.2015";1.23;0.18;76.73;0;11.6;2.59;6.07;9.87;64.67;976.69;5.38;31.4;69.42;1.31;0.26;75.9;0;21.54;13.77;"NaN";79.72;0;7.88;1.19;73.41;0;"NaN";"NaN";9.73
"01.12.2015";1.38;0.22;76.3;0;25.26;7.01;10.23;9.88;65.06;979.21;3.57;32.34;3.35;1.44;0.29;77.84;0;29.84;11.16;7;78.46;0;15.64;1.54;75.87;0;27.87;51.85;12.09
"02.12.2015";2.76;0.54;23.92;0;62.1;100.76;27.17;6;81.85;978.84;0.71;72.58;0;3.41;0.7;13.52;0;71.67;126.63;31;40.82;0;39.18;19.15;23.89;0;33.19;122.89;29.74
"03.12.2015";1.42;0.52;7.09;0;55.97;77.14;24.51;2.23;91.68;979.14;0.92;18.04;0;1.16;0.59;5.51;0;60.29;91.58;27.73;6.2;0;47.86;48.29;5.06;0;30.79;100.35;26.01
"04.12.2015";1.92;0.51;6.96;0;57.22;63.05;22.62;4.33;84.54;981.65;0.8;21.08;151.03;1.78;0.64;4.49;0;65.3;87.88;27.54;18;0;46.84;16.35;5.84;0;33.05;104.66;25.74
"05.12.2015";1.66;0.52;5.77;0;46.01;46.84;26.27;5.03;93.56;981.42;1.07;20.23;0;1.45;0.64;4.45;0;54.67;71.28;29.93;21.66;0;38.21;20.06;4.99;0;26.42;72.37;27.35
"06.12.2015";1.49;0.38;25.06;0;35.18;21.48;18.45;5.57;88.82;980.28;1.24;49.33;0;1.28;0.49;13.91;0;37.76;30.86;20.27;44.8;0;18.85;3.01;19.26;0;23.25;48.57;20.19
"07.12.2015";2.31;0.68;6.84;0;53.67;121.81;27.25;4.16;87.95;981.99;1.36;63.51;0;2.75;0.84;5.06;0;61.85;164.59;34.13;41.9;0;31.88;20.67;8.9;0;24.62;112.98;25.1
"08.12.2015";1.7;0.64;4.44;0;48.3;105.66;29.22;2.83;91.6;981.55;0.75;42.13;0;1.33;0.7;5.11;0;53.09;122.32;32.04;6.13;0;43.78;75.36;3.42;0;25.74;125.58;29.03
"09.12.2015";2.22;0.61;20.54;0;57.67;89.87;26.11;5.51;88.94;985.08;0.85;17.68;317.47;3.08;0.71;17.33;0;68.82;121.25;26.43;28.06;0;38.52;17.6;10.84;0;34.18;129.04;29.02
"10.12.2015";1.63;0.36;20.1;0;46.63;25.57;17.46;2.58;86.53;984.28;1.32;22.05;0;1.68;0.45;18.05;0;54.88;46.45;19.8;25.97;0;31.46;4.64;11.66;0;28.24;56.47;19.98
"11.12.2015";2.14;0.39;19.68;0;51.87;38.78;25.43;4.15;76.63;979.84;1.18;57.74;0;2.4;0.56;20.33;0;62.17;79.22;30.81;34.31;0;37.19;12.04;7.01;0;33.01;93.67;28.32
"12.12.2015";2.46;0.36;43.44;0;46.5;22.61;15.84;6.78;66.67;975.75;1.77;63.32;0;3.97;0.53;29.87;0;67.03;53.07;20.25;62.32;0;19.93;1.47;35.49;0;37.35;96.09;20.4
"13.12.2015";2.93;0.47;42.07;0;48.82;44.67;21.25;4.25;76.4;972.07;1.09;61.31;0;4.08;0.58;38.11;0;53.89;55.18;23.41;54.29;0;24.47;2.37;33.39;0;28.87;61.18;22.95
"14.12.2015";2.12;0.65;4.85;0;52.95;102.41;37.26;0.62;91.69;972.43;0.98;40.07;0;2.21;0.83;4.13;0;64.63;162.36;46.55;7.17;0;51.79;57.96;4.46;0;25.96;110.08;34.11
"15.12.2015";3.19;0.81;2.87;0;65.74;161.9;45.77;2.47;86.34;975.5;0.77;39.25;0;3.27;0.91;4.3;0;71.66;177.96;44.25;9.76;0;55.74;82.27;2.75;0;33.03;176.94;45.49
"16.12.2015";2.89;0.56;10.2;0;56.86;71.06;22.95;7.4;87.85;978.1;1.34;31.16;403.37;2.28;0.61;16.38;0;63.35;90.81;23.9;29.59;0;42.36;22.65;9.9;0;34.68;135.28;26.77
"17.12.2015";2.47;0.49;25.16;0;50.6;69.39;27.93;9.2;85.5;977.13;1.36;64.09;0;2.65;0.6;32.39;0;61.44;95.72;21.49;48.23;0;30.83;10.4;17.1;0;33.76;126.91;26.04
"18.12.2015";2.69;0.65;3;0;58.4;106.56;30.27;7.73;85.03;975.54;0.71;30.63;29.42;3.45;0.71;5.32;0;64.53;116.91;27.83;28.15;0;37.76;14.87;2.95;0;34.4;153.47;27.96
"19.12.2015";3.1;0.76;7.58;0;50.86;110.3;33.61;6.98;85.07;974.06;1.01;61.99;0;4.31;0.84;7.43;0;59.4;127.16;33.85;23.01;0;40.34;20.82;4.66;0;26.52;125.76;30.22
"20.12.2015";2.25;0.75;4.37;0;44.31;92.92;28.8;4.83;89.07;973.26;0.88;46.55;0;2.63;0.84;5.28;0;48.23;97.84;29.71;30.81;0;33.22;18.34;2.72;0;25.15;111.54;30.16
"21.12.2015";2.21;0.38;46.86;0;33.15;19.48;12.87;8.79;82.24;977.88;2.02;11.58;279.98;2.41;0.43;52.11;0;38.7;35.69;14.43;52.43;0;15.64;1.27;25.94;0;30.56;79.75;16.96
"22.12.2015";2.05;0.45;39.16;0;42.85;50.49;19.19;8.39;80.53;979.85;1.27;61.68;0;2.63;0.51;47.27;0;48.52;64.2;16.9;45.28;0;20.57;3.31;19.06;0;30.65;112.52;19.92
"23.12.2015";2.31;0.41;34.5;0;44.08;26.54;20.92;9.27;70.84;978.98;1.5;61.81;18.72;2.63;0.48;44.18;0;52.77;46.05;20.38;49.74;0;18.91;2.05;27.35;0;34.74;93.4;23.8
"24.12.2015";2.33;0.4;20.58;0;45.44;33.14;19.59;7.28;75.26;976.87;1.23;59.2;0;3.3;0.52;21.02;0;53.6;53.66;18.96;49.06;0;19.96;3.2;18.05;0;31.47;88.24;22.4
"25.12.2015";2.34;0.32;40.38;0;35.07;16.55;14.43;8.21;69.03;980.96;1.38;61.75;0;2.92;0.45;30.25;0;43.5;30.49;14.98;57.28;0;10.42;1.36;27.66;0;28.58;51.07;15.99
"26.12.2015";3.14;0.48;23.59;0;45.53;51.28;20.48;5.9;77.64;980.91;0.76;65.01;0;4.87;0.56;29.71;0;50.23;53.64;18.68;46.2;0;18.32;2.94;17.71;0;28.19;71.47;21.29
"27.12.2015";3.75;0.53;14.03;0;47.17;57.19;25.82;4.9;80.32;980.78;0.72;59.92;0;6.6;0.65;12.14;0;53.03;76.79;24.62;47.3;0;24.54;4.97;8.67;0;27.98;79.81;25.49
"28.12.2015";2.03;0.65;4.12;0;50.34;100.87;33.3;1.23;92.96;978.22;0.85;43.32;0;2.49;0.76;4.3;0;55.04;125.59;37.07;21.24;0;37.56;61.75;3.68;0;26.1;111.87;30.32
"29.12.2015";2.24;0.68;6.33;0;50.28;100.13;31.85;2.38;89;977.58;0.85;57.38;0;3.35;0.77;6.83;0;57.04;117.9;32.41;41.36;0;31.19;43.33;3.97;0;27.66;124.23;31.05
"30.12.2015";1.96;0.48;8.06;0;39.38;37.28;23.05;2.01;88.21;975.36;1.69;21.98;0;2.34;0.6;8.25;0;46.91;62.6;25.72;20.13;0;34.1;12.47;6.5;0;22.24;50.97;22.81
"31.12.2015";2.44;0.5;5.33;0;46.67;44.84;42.9;4.33;89.73;973.65;1.18;11.48;502.43;3.12;0.61;7.39;0;51.89;54.77;26.25;28.24;0;32.07;8.19;4.65;0;26.69;71.56;28.85
"01.01.2016";2.73;0.41;38.09;0;32;24.5;61.7;5.61;89.46;972.82;1.37;17.89;60.68;2.96;0.48;37.55;0;36.85;30.43;65.47;45.53;0;22.39;8.62;35.75;0;19.05;40.93;80.53
"02.01.2016";1.86;0.27;40.99;0;24.71;8.22;12.87;5.41;87.89;963.73;1.26;13.47;736.42;2.06;0.36;52.14;0;28.86;19.39;14.93;48.96;0;14;1.97;27.93;0;18.14;23.95;16.96
"03.01.2016";1.93;0.25;59.09;0;26.7;8.12;8.83;5.88;77.26;956.95;1.02;47.11;52.03;2.17;0.34;64.45;0;32.22;12.43;8.47;66.46;0;10.54;1.05;47.41;0;20.21;19.72;9.08
"04.01.2016";1.47;0.25;52.91;0;23.13;6.27;4.88;4.73;84.61;945.85;2.32;15.92;686.65;1.68;0.31;61.79;0;30.1;13.89;5.04;60.89;0;14.91;1.64;46.45;0;27.83;47.42;7.1
"05.01.2016";1.63;0.27;58;0;30.92;10.18;7.02;5.7;79.95;947.3;2.55;46.7;265.65;2.01;0.34;56.99;0;40.34;17.19;7.9;60.3;0;19.39;1.93;41.26;0;28.67;53.06;10.68
"06.01.2016";1.6;0.26;68.61;0;26.24;10.08;6.11;5.59;75.69;950.61;1.97;43.23;388.65;1.89;0.34;70.36;0;36.25;18.66;8.21;66.25;0;16.66;2.31;53.95;0;27.32;54.64;11.06
"07.01.2016";1.53;0.3;61.33;0;34.31;18.9;7.7;4.49;86.16;950.74;1.82;12.45;491.22;1.81;0.39;64.67;0;42.54;30.68;10.34;58.79;0;18.17;2.52;49.97;0;28.78;64.1;10.37
"08.01.2016";1.97;0.38;63.12;0;52.86;40.44;11.65;5.46;83.91;955.86;1.43;14.44;644.27;2.42;0.5;67.67;0;62.52;61.53;12.41;61.01;0;30.34;4.28;47.11;0;34.21;67.94;14.24
"09.01.2016";1.52;0.34;32.34;0;38.94;12.54;7.32;6.71;92.78;953.52;2.15;13.93;770.92;1.76;0.39;34.05;0;46.47;18.61;7.53;48.43;0;17.61;1.32;18.65;0;36.9;81.73;13.14
"10.01.2016";1.48;0.29;70.1;0;28.26;11.72;6.47;5.9;88.19;950.19;2.06;7.29;780.23;1.65;0.35;73.76;0;30.5;11.77;7.85;66.73;0;11.49;1.25;59.23;0;26.66;38.29;"NaN"
"11.01.2016";1.47;0.23;72.01;0;28.11;11.71;4.35;6.32;90.52;945.35;2.69;13.87;803.08;1.82;0.34;68.84;0;44.57;32.48;4.31;72.65;0;12.59;1.86;61.91;0;29.39;54.09;"NaN"
"12.01.2016";1.21;0.21;74;0;10.38;3.04;1.47;5.44;88.94;953.28;5.07;35.18;594.26;1.48;0.27;74.98;0;15.06;7.05;1.45;68.93;0;7.06;1.49;72.25;0;16.67;27.48;"NaN"
"13.01.2016";1.26;0.21;69.47;0;14.38;3.94;6.23;3.33;70.94;966.66;4.05;14.26;491.93;1.52;0.28;71.77;0;19.69;9.07;5.78;65.33;0;9.57;1.71;66.7;0;23.66;42.37;9.65
"14.01.2016";2.04;0.3;52.7;0;40.05;22.08;9.4;1.24;74.36;961.98;1.41;28.53;260.63;2.58;0.39;55.76;0;46.48;34.47;10.57;54.47;0;22.23;5.31;38.97;0;33.71;73.97;14.5
